gene_91_68_3_33_62_8_77_100_68_94_52_29_12_5_11_87_50_93_96_9_61_22_43_89_18_11_71_78_84_44_79_50_18,21,0.136511,432.661
gene_97_83_94_95_59_9_78_82_36_86_11_96_2_15_4_81_29_94_84_1_61_64_4_44_19_61_71_19_75_49_94_36_79,18,0.125129,422.761
gene_94_93_97_58_55_10_94_100_44_35_54_17_12_86_8_82_50_77_88_0_73_99_8_51_13_24_36_74_77_27_76_91_5,21,0.120917,393.03
gene_35_93_93_3_91_6_77_6_69_4_96_23_13_59_8_100_99_41_86_5_88_88_10_0_6_24_76_98_12_87_77_42_24,21,0.123569,389.763
gene_33_97_2_3_57_16_77_12_69_95_5_85_12_59_0_100_54_14_53_5_88_90_37_29_6_24_55_14_85_84_89_12_0,15,0.119011,379.604
gene_93_92_1_59_61_9_77_42_69_80_55_50_12_19_8_92_50_38_85_12_63_66_62_4_23_6_37_17_64_32_97_57_31,25,0.116683,376.75
gene_94_91_64_54_62_40_44_26_32_72_72_31_18_10_2_61_18_88_40_9_85_97_15_33_12_31_68_54_53_10_82_85_5,13,0.122162,372.057
gene_94_16_100_10_48_11_84_44_40_100_54_24_9_89_18_21_50_39_53_4_88_90_37_71_94_45_55_74_6_28_89_8_5,21,0.11774,370.876
gene_8_93_93_21_62_6_75_6_33_60_45_85_6_59_0_94_54_44_30_3_88_86_10_92_6_54_5_14_73_84_77_57_28,19,0.118554,370.51
gene_35_94_3_63_63_6_77_10_17_70_47_29_7_99_0_87_54_88_90_11_74_10_43_26_11_11_43_43_12_100_79_50_28,18,0.114221,363.259
gene_38_86_99_22_63_39_75_54_36_74_46_10_6_83_2_97_54_73_90_0_88_11_16_51_96_52_27_9_72_66_76_42_23,22,0.1104,357.42
gene_41_93_97_18_59_11_77_7_8_70_52_86_13_28_0_50_50_0_53_5_71_64_62_46_92_61_55_11_76_82_100_89_1,22,0.112317,357.237
gene_91_87_87_3_62_6_75_49_31_61_62_58_1_15_0_51_29_30_66_2_44_43_61_49_87_93_5_14_57_49_80_61_80,26,0.119559,356.29
gene_93_64_93_70_62_12_82_100_39_95_24_55_14_17_10_3_25_39_88_4_71_68_65_4_51_12_0_64_57_28_74_83_82,12,0.110369,354.917
gene_38_88_100_39_64_9_89_39_40_92_45_4_12_66_11_63_54_77_85_2_73_19_63_92_18_33_86_74_85_73_77_57_54,21,0.115703,353.299
gene_94_93_3_3_52_6_77_2_69_88_72_85_7_84_2_76_97_34_90_9_88_65_80_0_6_8_55_14_12_84_100_52_54,21,0.115089,350.079
