gene_100_94_3_11_62_72_78_37_63_26_45_85_8_15_6_76_65_88_73_2_85_88_42_96_16_74_35_100_63_65_77_83_78,23,0.129274,380.619
gene_91_53_82_59_21_11_59_98_67_90_52_35_7_18_6_100_88_5_84_0_3_21_8_22_93_25_74_4_71_92_93_95_37,13,0.119637,377.881
gene_93_52_3_23_67_69_68_51_22_23_9_21_0_86_4_77_4_64_56_20_9_15_65_2_97_81_74_14_13_66_74_54_1,24,0.120625,370.271
gene_91_92_94_18_64_69_83_37_47_40_16_34_6_99_4_93_94_73_88_0_44_26_86_93_4_87_56_14_85_66_85_5_21,24,0.123746,366.521
gene_37_93_98_51_59_14_49_12_36_43_47_43_12_32_0_86_100_88_51_38_76_55_4_39_99_30_16_42_98_2_76_75_23,21,0.129861,361.511
gene_10_33_61_12_64_1_61_12_63_43_16_45_7_15_14_93_29_86_69_38_76_73_83_2_98_30_16_4_74_2_80_12_18,17,0.113709,361.127
gene_38_93_99_61_64_9_87_100_55_99_9_17_2_84_8_61_9_78_88_41_65_5_7_46_31_8_55_5_21_68_78_5_5,15,0.118603,360.166
gene_8_64_59_14_64_58_61_100_59_70_72_19_7_99_5_100_63_73_17_33_90_12_7_45_19_52_77_14_25_71_60_2_0,26,0.118629,352.836
gene_91_64_64_54_60_5_14_100_44_97_51_52_7_99_25_93_51_73_85_33_79_8_9_46_89_7_26_66_59_59_81_36_75,26,0.120533,352.514
gene_91_64_61_50_68_1_80_100_63_24_48_55_7_86_14_93_29_73_72_0_59_100_1_40_99_18_74_5_6_2_60_84_18,14,0.119047,341.529
gene_95_88_54_10_94_5_83_12_16_96_44_23_5_89_6_100_18_0_56_10_57_5_4_2_22_74_58_4_74_29_80_2_23,15,0.116045,340.447
gene_87_32_94_12_64_9_78_100_37_99_9_17_3_81_25_92_7_72_90_45_18_5_41_46_31_8_79_74_10_54_97_83_5,23,0.108287,336.79
gene_93_62_95_99_91_39_83_96_37_58_46_9_8_15_4_34_77_32_35_0_63_96_86_2_13_66_20_4_4_15_77_28_93,22,0.115292,334.196
gene_74_93_96_20_55_5_56_92_97_68_53_19_16_89_5_81_4_37_73_0_72_12_11_98_23_52_74_6_9_64_97_0_1,12,0.122195,331.478
gene_91_53_11_59_64_43_71_98_67_90_44_86_7_18_5_100_88_5_68_13_61_36_38_21_95_59_61_4_66_92_97_2_23,22,0.114671,330.113
gene_0_52_3_16_59_2_82_100_63_23_46_9_7_86_4_76_54_93_36_11_60_46_8_17_18_17_26_75_87_66_74_57_31,27,0.109044,329.767
gene_94_82_61_16_66_68_83_37_95_30_42_34_6_22_6_93_4_86_88_0_79_8_86_2_5_79_71_42_55_66_76_27_21,10,0.106296,329.635
gene_93_50_6_18_91_3_76_37_33_100_9_97_8_15_4_85_7_42_85_28_85_80_41_2_23_69_35_14_63_74_78_83_55,24,0.116522,329.393
gene_93_54_56_10_59_76_44_95_36_21_49_23_3_17_25_85_9_52_69_2_85_90_41_2_31_80_25_7_10_81_97_83_55,21,0.109032,328.211
gene_89_50_61_65_52_5_83_10_33_26_52_23_6_89_9_66_65_70_95_2_76_7_7_44_92_87_74_100_5_54_67_2_55,13,0.1095,325.566
gene_94_94_4_9_44_58_61_12_12_17_72_35_16_21_5_71_63_100_30_40_56_42_11_90_48_52_38_64_25_71_67_84_0,21,0.131238,323.691
gene_93_33_30_16_68_9_46_100_33_57_16_5_6_28_0_73_88_59_67_2_73_88_11_37_12_24_16_9_21_14_77_84_82,21,0.11474,319.515
gene_96_93_100_11_21_10_59_98_4_97_52_31_24_30_0_58_100_59_84_0_1_8_42_2_11_24_49_54_97_60_52_85_52,13,0.119712,318.424
gene_10_36_66_94_64_4_77_100_37_87_51_17_8_99_21_85_70_73_90_41_60_36_45_46_24_39_42_5_42_54_60_41_5,23,0.10931,315.925
gene_9_52_56_12_52_76_83_10_35_97_42_23_1_20_10_100_64_32_67_2_3_68_40_2_92_80_39_100_95_81_77_84_75,26,0.110647,314.991
gene_96_93_96_13_67_42_77_95_40_97_9_19_14_89_5_94_54_37_56_38_76_12_36_2_23_95_5_76_13_84_74_86_21,22,0.106871,314.053
gene_91_93_64_10_59_10_77_76_37_19_46_14_14_79_6_85_9_79_73_0_58_15_7_17_23_66_74_5_74_54_84_83_31,21,0.110555,304.515
gene_89_79_35_13_59_2_82_39_36_72_46_9_7_79_0_86_54_87_96_11_60_98_81_2_18_17_26_75_80_36_74_8_22,12,0.106333,302.38
gene_97_52_94_51_62_79_61_100_32_72_82_44_12_84_13_86_54_51_90_11_60_65_13_39_18_29_41_42_86_90_74_8_22,19,0.10997,299.33
gene_88_41_15_11_39_21_77_83_10_98_10_45_17_92_8_76_24_47_30_0_7_8_6_99_69_25_44_100_75_29_99_4_27,15,0.103101,298.722
gene_79_63_6_15_67_5_43_27_97_68_50_70_21_81_0_100_100_100_51_0_31_67_11_46_86_52_31_40_18_71_97_0_0,22,0.118137,297.179
gene_91_65_80_0_60_4_80_100_38_64_9_37_14_84_11_3_65_43_85_41_65_65_80_100_10_75_68_8_18_81_79_12_23,18,0.107218,296.04
gene_96_52_35_13_36_42_41_95_28_72_87_9_7_31_0_76_31_13_34_38_34_13_36_0_0_4_5_76_47_55_97_22_21,29,0.111548,295.741
gene_45_98_71_18_67_0_14_83_44_97_51_57_7_39_12_100_100_80_50_20_36_64_9_45_89_7_17_66_59_66_82_24_97,21,0.102724,291.163
gene_41_51_94_9_58_5_83_12_67_100_72_23_2_89_8_100_66_54_55_10_83_99_68_7_8_7_44_42_86_55_60_0_1,9,0.119707,290.422
gene_70_32_87_8_91_2_83_95_33_64_46_10_2_100_2_75_48_82_55_41_57_98_41_2_98_25_16_4_21_50_80_83_18,17,0.108761,289.071
gene_79_63_6_11_55_33_77_92_97_100_72_19_16_15_0_82_100_11_73_0_76_5_11_59_86_52_73_6_56_71_97_85_80,15,0.107918,286.105
gene_94_92_4_9_62_5_83_51_38_100_10_97_3_21_0_97_66_88_30_14_89_42_42_51_84_52_86_14_17_71_67_79_23,29,0.109058,285.067
gene_94_79_61_54_62_39_79_51_5_100_82_22_0_100_5_92_22_52_85_57_88_98_65_76_30_24_58_14_76_55_55_52_5,17,0.113276,285.014
gene_10_39_61_54_64_70_83_37_95_70_9_34_0_99_6_93_34_50_88_0_57_8_60_92_24_30_26_43_56_66_85_27_0,26,0.0950749,284.65
gene_96_93_64_18_64_58_61_26_18_64_72_19_3_26_5_100_29_79_17_40_90_13_42_17_16_52_83_58_25_5_84_85_18,20,0.102729,284.414
