gene_94_97_93_51_61_3_87_96_71_80_72_59_3_21_6_49_18_36_33_0_63_67_65_19_23_12_0_20_89_28_88_50_1,18,0.134112,452.831
gene_35_93_3_61_59_11_14_14_38_93_45_29_12_11_7_21_84_88_93_0_79_1_42_57_96_60_43_74_9_81_79_9_23,16,0.132314,425.373
gene_6_92_93_21_61_6_77_12_8_88_44_84_12_80_7_83_21_39_59_0_0_64_68_2_92_20_0_94_61_28_100_52_79,23,0.128655,404.078
gene_8_97_94_3_54_40_85_98_29_80_69_17_3_91_4_47_50_78_59_38_56_91_65_49_22_61_66_99_72_10_49_57_28,17,0.124958,392.196
gene_39_97_85_3_62_40_85_26_69_100_57_96_12_11_4_87_29_78_90_34_57_11_44_28_22_7_42_99_85_86_100_82_89,19,0.127206,391.819
gene_89_89_13_19_86_0_70_30_67_4_18_29_3_13_11_3_29_41_30_10_88_34_42_4_95_12_74_67_28_36_74_57_0,17,0.118782,389.402
gene_97_79_64_51_79_11_76_26_70_98_18_86_22_84_4_82_71_97_4_9_88_90_62_0_93_24_70_14_57_82_100_22_0,15,0.14002,388.953
gene_91_88_93_20_61_0_59_86_57_92_72_4_7_84_0_42_29_97_28_26_90_0_63_46_46_3_4_14_4_84_97_52_8,12,0.13092,384.858
gene_96_93_89_8_51_45_73_5_8_100_72_94_8_16_4_77_56_81_70_6_4_66_65_36_90_11_32_76_67_73_96_82_5,13,0.117375,384.347
gene_93_92_18_39_54_6_77_12_71_84_44_84_12_22_8_3_29_14_30_9_0_36_42_0_23_20_71_94_80_28_74_57_31,18,0.120839,380.095
gene_39_97_100_61_54_6_78_26_38_98_5_85_13_89_0_87_50_98_52_8_88_1_40_26_24_7_42_11_61_85_100_9_0,30,0.117868,377.642
gene_97_68_9_18_59_28_85_30_65_65_18_34_3_12_9_64_20_55_35_23_73_34_65_0_95_11_58_67_61_6_74_85_0,20,0.119368,377.486
gene_97_88_94_65_57_9_90_29_40_90_8_50_23_16_2_85_54_78_88_4_61_100_63_46_18_93_93_100_85_87_91_51_74,17,0.12475,370.614
gene_96_91_93_38_63_9_77_12_39_79_72_31_2_16_7_81_51_36_35_0_77_22_62_19_91_12_41_76_75_73_92_83_76,27,0.109411,365.637
gene_91_89_98_39_64_58_77_43_8_90_68_84_12_22_8_83_100_94_90_3_0_64_65_46_61_71_3_26_80_6_82_50_79,21,0.117438,364.973
gene_90_92_1_39_61_54_77_12_8_63_44_84_12_22_8_83_50_35_59_19_0_58_4_2_18_44_36_96_84_6_83_91_20,16,0.122855,358.449
gene_89_93_15_18_61_86_70_30_39_65_75_23_13_46_11_97_47_41_85_22_54_81_65_36_95_16_69_59_80_36_77_85_1,23,0.11314,355.119
gene_32_89_1_8_60_11_76_26_69_3_94_5_12_59_0_79_74_94_53_4_88_60_62_92_6_24_38_100_57_82_79_22_0,21,0.111332,349.117
gene_33_89_1_8_21_62_77_46_38_90_94_5_12_58_0_21_50_88_93_2_88_60_46_50_6_21_43_100_9_81_88_8_28,14,0.108599,348.417
gene_8_68_98_18_56_0_90_9_39_65_42_68_6_17_11_100_47_14_85_11_73_65_12_4_95_12_74_67_76_36_77_57_42,25,0.110363,345.646
gene_91_93_31_39_59_9_73_100_71_90_72_73_14_17_0_7_98_67_84_13_60_64_65_2_19_20_3_14_86_87_47_50_26,26,0.114251,344.195
gene_91_91_87_20_58_52_74_12_62_100_57_92_13_15_1_51_63_34_4_7_80_65_76_0_19_33_4_54_71_80_53_52_5,17,0.108529,342.691
gene_100_15_6_51_63_6_60_16_32_68_55_86_11_16_1_51_40_78_88_12_77_22_43_32_92_64_86_73_6_72_100_55_4,20,0.109013,340.347
gene_93_58_90_51_25_45_80_96_67_65_51_64_17_16_10_77_50_50_91_3_4_1_61_36_10_69_14_52_61_6_74_90_79,16,0.113691,336.788
gene_91_89_100_22_59_75_85_98_65_90_57_92_3_15_5_81_29_64_5_1_61_2_4_44_96_11_58_100_4_6_97_86_79,24,0.10409,334.864
